date,txVolume,adjustedTxVolume,txCount,marketcap,price,exchangeVolume,realizedCap,generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue,medianFee,blockSize,blockCount
2009-03-12,,,1,,,,0.0,5900.0,0.0,122,1.0,0,,0.0,25905,118
2009-03-13,,,1,,,,0.0,5650.0,0.0,127,1.0,0,,0.0,25921,113
2009-03-14,,,0,,,,0.0,5500.0,0.0,110,1.0,0,,,23737,110
2009-03-15,,,0,,,,0.0,6150.0,0.0,123,1.0,0,,,26564,123
2009-03-16,,,1,,,,0.0,6050.0,0.0,170,1.0,0,,0.0,31643,121
2009-03-17,,,0,,,,0.0,5700.0,0.0,114,1.0,0,,,24620,114
2009-03-18,,,2,,,,0.0,5700.0,0.0,129,1.0,0,,0.0,26301,114
2009-03-19,,,0,,,,0.0,6100.0,0.0,122,1.0,0,,,26326,122
2009-03-20,,,1,,,,0.0,5900.0,0.0,131,1.0,0,,0.0,26887,118
2009-03-21,,,0,,,,0.0,2500.0,0.0,50,1.0,0,,,10794,50
2009-03-22,,,2,,,,0.0,5950.0,0.0,131,1.0,0,,0.0,27028,119
2009-03-23,,,0,,,,0.0,6500.0,0.0,130,1.0,0,,,28070,130
2009-03-24,,,0,,,,0.0,5250.0,0.0,105,1.0,0,,,22678,105
2009-03-25,,,0,,,,0.0,5850.0,0.0,117,1.0,0,,,25247,117
2009-03-26,,,1,,,,0.0,5850.0,0.0,146,1.0,0,,0.0,28502,117
2009-03-27,,,0,,,,0.0,5300.0,0.0,106,1.0,0,,,22891,106
2009-03-28,,,3,,,,0.0,5950.0,0.0,140,1.0,0,,0.0,28112,119
2009-03-29,,,0,,,,0.0,5800.0,0.0,116,1.0,0,,,25052,116
2009-03-30,,,0,,,,0.0,6000.0,0.0,120,1.0,0,,,25902,120
2009-03-31,,,1,,,,0.0,5500.0,0.0,143,1.0,0,,0.0,27447,110
2009-04-01,,,0,,,,0.0,5700.0,0.0,114,1.0,0,,,24608,114
2009-04-02,,,0,,,,0.0,5750.0,0.0,115,1.0,0,,,24827,115
2009-04-03,,,0,,,,0.0,5800.0,0.0,116,1.0,0,,,25050,116
2009-04-04,,,0,,,,0.0,5650.0,0.0,113,1.0,0,,,24379,113
2009-04-05,,,2,,,,0.0,6500.0,0.0,148,1.0,0,,0.0,30102,130
2009-04-06,,,0,,,,0.0,5450.0,0.0,109,1.0,0,,,23542,109
2009-04-07,,,0,,,,0.0,5000.0,0.0,100,1.0,0,,,21599,100
2009-04-08,,,0,,,,0.0,5250.0,0.0,105,1.0,0,,,22680,105
2009-04-09,,,0,,,,0.0,4950.0,0.0,99,1.0,0,,,21358,99
2009-04-10,,,0,,,,0.0,5400.0,0.0,108,1.0,0,,,23322,108
2009-04-11,,,1,,,,0.0,6000.0,0.0,128,1.0,0,,0.0,26800,120
2009-04-12,,,2,,,,0.0,5900.0,0.0,127,1.0,0,,0.0,26516,118
2009-04-13,,,1,,,,0.0,5750.0,0.0,117,1.0,1,,0.0,25066,115
2009-04-14,,,0,,,,0.0,6200.0,0.0,124,1.0,0,,,26778,124
2009-04-15,,,0,,,,0.0,5650.0,0.0,113,1.0,0,,,24379,113
2009-04-16,,,0,,,,0.0,6150.0,0.0,123,1.0,0,,,26555,123
2009-04-17,,,0,,,,0.0,5600.0,0.0,112,1.0,0,,,24176,112
2009-04-18,,,4,,,,0.0,6300.0,0.0,131,1.0,1,,0.0,27977,126
2009-04-19,,,1,,,,0.0,5950.0,0.0,128,1.0,0,,0.0,26656,119
2009-04-20,,,2,,,,0.0,5950.0,0.0,236,1.0,0,,0.0,38917,119
2009-04-21,,,1,,,,0.0,6150.0,0.0,125,1.0,1,,0.0,26782,123
2009-04-22,,,0,,,,0.0,6050.0,0.0,121,1.0,0,,,26132,121
2009-04-23,,,0,,,,0.0,3750.0,0.0,75,1.0,0,,,16176,75
2009-04-24,,,0,,,,0.0,5750.0,0.0,115,1.0,0,,,24829,115
2009-04-25,,,0,,,,0.0,5900.0,0.0,118,1.0,0,,,25472,118
2009-04-26,,,2,,,,0.0,5600.0,0.0,128,1.0,0,,0.0,25990,112
2009-04-27,,,0,,,,0.0,5200.0,0.0,104,1.0,0,,,22453,104
2009-04-28,,,0,,,,0.0,5850.0,0.0,117,1.0,0,,,25229,117
2009-04-29,,,1,,,,0.0,6400.0,0.0,149,1.0,0,,0.0,29964,128
2009-04-30,,,0,,,,0.0,6550.0,0.0,131,1.0,0,,,28290,131
2009-05-01,,,0,,,,0.0,6050.0,0.0,121,1.0,0,,,26121,121
2009-05-02,,,2,,,,0.0,6300.0,0.030000000000000002,142,1.0,2,,0.015000000000000001,29153,126
2009-05-03,,,3,,,,0.0,5300.0,0.0,110,1.0,2,,0.0,23715,106
2009-05-04,,,1,,,,0.0,6400.0,0.0,159,1.0,0,,0.0,31095,128
2009-05-05,,,1,,,,0.0,6750.0,0.0,146,1.0,0,,0.0,30330,135
2009-05-06,,,0,,,,0.0,6750.0,0.0,135,1.0,0,,,29157,135
2009-05-07,,,0,,,,0.0,6100.0,0.0,122,1.0,0,,,26352,122
2009-05-08,,,0,,,,0.0,5350.0,0.0,107,1.0,0,,,23106,107
2009-05-09,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16808,78
2009-05-10,,,0,,,,0.0,4250.0,0.0,85,1.0,0,,,18339,85
2009-05-11,,,1,,,,0.0,6000.0,0.1,123,1.0,1,,0.1,26263,120
2009-05-12,,,0,,,,0.0,6500.0,0.0,130,1.0,0,,,28070,130
2009-05-13,,,5,,,,0.0,5550.0,0.0,117,1.0,2,,0.0,25061,111
2009-05-14,,,3,,,,0.0,6950.0,0.0,145,1.0,1,,0.0,30731,139
2009-05-15,,,1,,,,0.0,6800.0,0.0,146,1.0,0,,0.0,30546,136
2009-05-16,,,0,,,,0.0,5950.0,0.0,119,1.0,0,,,25698,119
2009-05-17,,,0,,,,0.0,6350.0,0.0,127,1.0,0,,,27427,127
2009-05-18,,,0,,,,0.0,5900.0,0.0,118,1.0,0,,,25479,118
2009-05-19,,,0,,,,0.0,4300.0,0.0,86,1.0,0,,,18566,86
2009-05-20,,,0,,,,0.0,6000.0,0.0,120,1.0,0,,,25888,120
2009-05-21,,,0,,,,0.0,4100.0,0.0,82,1.0,0,,,17709,82
2009-05-22,,,0,,,,0.0,3050.0,0.0,61,1.0,0,,,13174,61
2009-05-23,,,0,,,,0.0,1600.0,0.0,32,1.0,0,,,6910,32
2009-05-24,,,0,,,,0.0,5000.0,0.0,100,1.0,0,,,21590,100
2009-05-25,,,0,,,,0.0,5450.0,0.0,109,1.0,0,,,23539,109
2009-05-26,,,0,,,,0.0,6250.0,0.0,125,1.0,0,,,26988,125
2009-05-27,,,0,,,,0.0,5950.0,0.0,119,1.0,0,,,25672,119
2009-05-28,,,0,,,,0.0,4750.0,0.0,95,1.0,0,,,20509,95
2009-05-29,,,1,,,,0.0,5300.0,0.0,167,1.0,0,,0.0,29769,106
2009-05-30,,,0,,,,0.0,5450.0,0.0,109,1.0,0,,,23513,109
2009-05-31,,,0,,,,0.0,4800.0,0.0,96,1.0,0,,,20736,96
2009-06-01,,,1,,,,0.0,3550.0,0.0,73,1.0,1,,0.0,15608,71
2009-06-02,,,0,,,,0.0,5550.0,0.0,111,1.0,0,,,23966,111
2009-06-03,,,0,,,,0.0,3550.0,0.0,71,1.0,0,,,15336,71
2009-06-04,,,0,,,,0.0,3300.0,0.0,66,1.0,0,,,14252,66
2009-06-05,,,0,,,,0.0,1500.0,0.0,30,1.0,0,,,6477,30
2009-06-06,,,0,,,,0.0,1400.0,0.0,28,1.0,0,,,6028,28
2009-06-07,,,0,,,,0.0,800.0,0.0,16,1.0,0,,,3455,16
2009-06-08,,,0,,,,0.0,4100.0,0.0,82,1.0,0,,,17693,82
2009-06-09,,,0,,,,0.0,4550.0,0.0,91,1.0,0,,,19638,91
2009-06-10,,,0,,,,0.0,4100.0,0.0,82,1.0,0,,,17706,82
2009-06-11,,,0,,,,0.0,4450.0,0.0,89,1.0,0,,,19221,89
2009-06-12,,,0,,,,0.0,4300.0,0.0,86,1.0,0,,,18564,86
2009-06-13,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16805,78
2009-06-14,,,0,,,,0.0,3600.0,0.0,72,1.0,0,,,15530,72
2009-06-15,,,0,,,,0.0,4200.0,0.0,84,1.0,0,,,18140,84
2009-06-16,,,0,,,,0.0,3550.0,0.0,71,1.0,0,,,15317,71
2009-06-17,,,0,,,,0.0,3950.0,0.0,79,1.0,0,,,17036,79
2009-06-18,,,0,,,,0.0,4000.0,0.0,80,1.0,0,,,17265,80
2009-06-19,,,0,,,,0.0,4350.0,0.0,87,1.0,0,,,18764,87
2009-06-20,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16830,78
2009-06-21,,,0,,,,0.0,4050.0,0.0,81,1.0,0,,,17477,81
2009-06-22,,,1,,,,0.0,3800.0,0.0,137,1.0,0,,0.0,23285,76
2009-06-23,,,0,,,,0.0,3800.0,0.0,76,1.0,0,,,16383,76
2009-06-24,,,2,,,,0.0,4750.0,0.0,100,1.0,1,,0.0,21050,95
2009-06-25,,,1,,,,0.0,3400.0,0.0,89,1.0,0,,0.0,16983,68
2009-06-26,,,0,,,,0.0,4500.0,0.0,90,1.0,0,,,19404,90
2009-06-27,,,0,,,,0.0,4200.0,0.0,84,1.0,0,,,18130,84
2009-06-28,,,1,,,,0.0,2300.0,0.0,48,1.0,1,,0.0,10154,46
2009-06-29,,,1,,,,0.0,4150.0,0.0,85,1.0,1,,0.0,18154,83
2009-06-30,,,1,,,,0.0,4250.0,0.0,89,1.0,0,,0.0,18789,85
2009-07-01,,,1,,,,0.0,3700.0,0.0,77,1.0,0,,0.0,16238,74
2009-07-02,,,1,,,,0.0,4150.0,0.0,85,1.0,1,,0.0,18145,83
2009-07-03,,,0,,,,0.0,4100.0,0.0,82,1.0,0,,,17710,82
2009-07-04,,,0,,,,0.0,4450.0,0.0,89,1.0,0,,,19213,89
2009-07-05,,,0,,,,0.0,3950.0,0.0,79,1.0,0,,,17063,79
2009-07-06,,,0,,,,0.0,4200.0,0.0,84,1.0,0,,,18142,84
2009-07-07,,,0,,,,0.0,3450.0,0.0,69,1.0,0,,,14900,69
2009-07-08,,,0,,,,0.0,3700.0,0.0,74,1.0,0,,,15983,74
2009-07-09,,,0,,,,0.0,4300.0,0.0,86,1.0,0,,,18552,86
2009-07-10,,,0,,,,0.0,4050.0,0.0,81,1.0,0,,,17485,81
2009-07-11,,,0,,,,0.0,4150.0,0.0,83,1.0,0,,,17927,83
2009-07-12,,,0,,,,0.0,3850.0,0.0,77,1.0,0,,,16616,77
2009-07-13,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16841,78
2009-07-14,,,0,,,,0.0,3450.0,0.0,69,1.0,0,,,14901,69
2009-07-15,,,0,,,,0.0,2250.0,0.0,45,1.0,0,,,9719,45
2009-07-16,,,0,,,,0.0,3550.0,0.0,71,1.0,0,,,15326,71
2009-07-17,,,0,,,,0.0,2350.0,0.0,47,1.0,0,,,10143,47
2009-07-18,,,0,,,,0.0,200.0,0.0,4,1.0,0,,,860,4
2009-07-19,,,0,,,,0.0,3500.0,0.0,70,1.0,0,,,15106,70
2009-07-20,,,1,,,,0.0,3500.0,0.14,192,1.0,1,,0.14,29029,70
2009-07-21,,,0,,,,0.0,4100.0,0.0,82,1.0,0,,,17700,82
2009-07-22,,,0,,,,0.0,3000.0,0.0,60,1.0,0,,,12924,60
2009-07-23,,,0,,,,0.0,3800.0,0.0,76,1.0,0,,,16392,76
2009-07-24,,,0,,,,0.0,3650.0,0.0,73,1.0,0,,,15763,73
2009-07-25,,,0,,,,0.0,1600.0,0.0,32,1.0,0,,,6907,32
2009-07-26,,,0,,,,0.0,1050.0,0.0,21,1.0,0,,,4526,21
2009-07-27,,,0,,,,0.0,3700.0,0.0,74,1.0,0,,,15977,74
2009-07-28,,,0,,,,0.0,2050.0,0.0,41,1.0,0,,,8844,41
2009-07-29,,,1,,,,0.0,950.0,0.0,22,1.0,0,,0.0,4369,19
2009-07-30,,,1,,,,0.0,750.0,0.0,17,1.0,1,,0.0,3468,15
2009-07-31,,,0,,,,0.0,850.0,0.0,17,1.0,0,,,3667,17
2009-08-01,,,0,,,,0.0,1400.0,0.0,28,1.0,0,,,6043,28
2009-08-02,,,0,,,,0.0,1150.0,0.0,23,1.0,0,,,4959,23
2009-08-03,,,0,,,,0.0,600.0,0.0,12,1.0,0,,,2590,12
2009-08-04,,,0,,,,0.0,4050.0,0.0,81,1.0,0,,,17466,81
2009-08-05,,,0,,,,0.0,4350.0,0.0,87,1.0,0,,,18768,87
2009-08-06,,,0,,,,0.0,4500.0,0.0,90,1.0,0,,,19433,90
2009-08-07,,,1,,,,0.0,4000.0,0.13,192,1.0,1,,0.13,30042,80
2009-08-08,,,0,,,,0.0,4000.0,0.0,80,1.0,0,,,17270,80
2009-08-09,,,0,,,,0.0,5050.0,0.0,101,1.0,0,,,21816,101
2009-08-10,,,0,,,,0.0,3750.0,0.0,75,1.0,0,,,16199,75
2009-08-11,,,0,,,,0.0,3500.0,0.0,70,1.0,0,,,15114,70
2009-08-12,,,0,,,,0.0,3150.0,0.0,63,1.0,0,,,13578,63
2009-08-13,,,0,,,,0.0,4250.0,0.0,85,1.0,0,,,18340,85
2009-08-14,,,0,,,,0.0,3150.0,0.0,63,1.0,0,,,13597,63
2009-08-15,,,0,,,,0.0,1300.0,0.0,26,1.0,0,,,5600,26
2009-08-16,,,0,,,,0.0,950.0,0.0,19,1.0,0,,,4095,19
2009-08-17,,,0,,,,0.0,850.0,0.0,17,1.0,0,,,3669,17
2009-08-18,,,0,,,,0.0,500.0,0.0,10,1.0,0,,,2160,10
2009-08-19,,,0,,,,0.0,900.0,0.0,18,1.0,0,,,3877,18
2009-08-20,,,0,,,,0.0,1100.0,0.0,22,1.0,0,,,4734,22
2009-08-21,,,0,,,,0.0,700.0,0.0,14,1.0,0,,,3010,14
2009-08-22,,,0,,,,0.0,350.0,0.0,7,1.0,0,,,1505,7
2009-08-23,,,0,,,,0.0,750.0,0.0,15,1.0,0,,,3233,15
2009-08-24,,,0,,,,0.0,750.0,0.0,15,1.0,0,,,3225,15
2009-08-25,,,0,,,,0.0,2500.0,0.0,50,1.0,0,,,10783,50
2009-08-26,,,3,,,,0.0,2400.0,0.0,96,1.0,2,,0.0,16120,48
2009-08-27,,,0,,,,0.0,1450.0,0.0,29,1.0,0,,,6245,29
2009-08-28,,,0,,,,0.0,3750.0,0.0,75,1.0,0,,,16180,75
2009-08-29,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16833,78
2009-08-30,,,1,,,,0.0,4850.0,0.0,99,1.0,0,,0.0,21086,97
2009-08-31,,,1,,,,0.0,4300.0,0.0,93,1.0,0,,0.0,19294,86
2009-09-01,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16832,78
2009-09-02,,,0,,,,0.0,3300.0,0.0,66,1.0,0,,,14246,66
2009-09-03,,,1,,,,0.0,3050.0,0.0,76,1.0,0,,0.0,14817,61
2009-09-04,,,0,,,,0.0,3200.0,0.0,64,1.0,0,,,13803,64
2009-09-05,,,0,,,,0.0,3800.0,0.0,76,1.0,0,,,16404,76
2009-09-06,,,0,,,,0.0,3400.0,0.0,68,1.0,0,,,14678,68
2009-09-07,,,1,,,,0.0,3900.0,0.0,92,1.0,0,,0.0,18364,78
2009-09-08,,,0,,,,0.0,3450.0,0.0,69,1.0,0,,,14888,69
2009-09-09,,,0,,,,0.0,2700.0,0.0,54,1.0,0,,,11653,54
2009-09-10,,,0,,,,0.0,3350.0,0.0,67,1.0,0,,,14459,67
2009-09-11,,,0,,,,0.0,3350.0,0.0,67,1.0,0,,,14460,67
2009-09-12,,,0,,,,0.0,3450.0,0.0,69,1.0,0,,,14896,69
2009-09-13,,,0,,,,0.0,3750.0,0.0,75,1.0,0,,,16188,75
2009-09-14,,,0,,,,0.0,3700.0,0.0,74,1.0,0,,,15973,74
2009-09-15,,,0,,,,0.0,2200.0,0.0,44,1.0,0,,,9498,44
2009-09-16,,,1,,,,0.0,3600.0,0.0,74,1.0,0,,0.0,15759,72
2009-09-17,,,1,,,,0.0,4200.0,0.12000000000000001,186,1.0,1,,0.12000000000000001,29755,84
2009-09-18,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16833,78
2009-09-19,,,0,,,,0.0,3700.0,0.0,74,1.0,0,,,15981,74
2009-09-20,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16847,78
2009-09-21,,,1,,,,0.0,3450.0,0.0,78,1.0,0,,0.0,15853,69
2009-09-22,,,1,,,,0.0,1250.0,0.0,66,1.0,0,,0.0,9996,25
2009-09-23,,,0,,,,0.0,1800.0,0.0,36,1.0,0,,,7766,36
2009-09-24,,,0,,,,0.0,4850.0,0.0,97,1.0,0,,,20904,97
2009-09-25,,,2,,,,0.0,4550.0,0.0,119,1.0,0,,0.0,22688,91
2009-09-26,,,0,,,,0.0,5000.0,0.0,100,1.0,0,,,21546,100
2009-09-27,,,1,,,,0.0,4350.0,0.0,104,1.0,0,,0.0,20652,87
2009-09-28,,,0,,,,0.0,4250.0,0.0,85,1.0,0,,,18354,85
2009-09-29,,,2,,,,0.0,4400.0,0.0,133,1.0,0,,0.0,23990,88
2009-09-30,,,0,,,,0.0,4250.0,0.0,85,1.0,0,,,18340,85
2009-10-01,,,0,,,,0.0,4100.0,0.0,82,1.0,0,,,17703,82
2009-10-02,,,1,,,,0.0,3600.0,0.0,83,1.0,0,,0.0,16720,72
2009-10-03,,,0,,,,0.0,2900.0,0.0,58,1.0,0,,,12494,58
2009-10-04,,,0,,,,0.0,2650.0,0.0,53,1.0,0,,,11431,53
2009-10-05,,,0,,,,0.0,2750.0,0.0,55,1.0,0,,,11867,55
2009-10-06,,,2,,,,0.0,2150.0,0.0,58,1.0,0,,0.0,11142,43
2009-10-07,,,0,,,,0.0,3000.0,0.0,60,1.0,0,,,12943,60
2009-10-08,,,0,,,,0.0,3500.0,0.0,70,1.0,0,,,15083,70
2009-10-09,,,0,,,,0.0,3950.0,0.0,79,1.0,0,,,17037,79
2009-10-10,,,0,,,,0.0,3850.0,0.0,77,1.0,0,,,16618,77
2009-10-11,,,0,,,,0.0,3700.0,0.0,74,1.0,0,,,15966,74
2009-10-12,,,1,,,,0.0,2900.0,0.0,132,1.0,0,,0.0,21134,58
2009-10-13,,,0,,,,0.0,2850.0,0.0,57,1.0,0,,,12301,57
2009-10-14,,,0,,,,0.0,3450.0,0.0,69,1.0,0,,,14878,69
2009-10-15,,,0,,,,0.0,3550.0,0.0,71,1.0,0,,,15291,71
2009-10-16,,,1,,,,0.0,3000.0,0.0,141,1.0,0,,0.0,22351,60
2009-10-17,,,0,,,,0.0,2850.0,0.0,57,1.0,0,,,12303,57
2009-10-18,,,1,,,,0.0,3700.0,0.0,82,1.0,0,,0.0,16798,74
2009-10-19,,,0,,,,0.0,5600.0,0.0,112,1.0,0,,,24130,112
2009-10-20,,,1,,,,0.0,4750.0,0.12000000000000001,197,1.0,1,,0.12000000000000001,32110,95
2009-10-21,,,1,,,,0.0,4000.0,0.0,99,1.0,0,,0.0,19333,80
2009-10-22,,,1,,,,0.0,4500.0,0.0,130,1.0,0,,0.0,24131,90
2009-10-23,,,0,,,,0.0,4450.0,0.0,89,1.0,0,,,19173,89
2009-10-24,,,1,,,,0.0,3100.0,0.0,70,1.0,0,,0.0,14272,62
2009-10-25,,,0,,,,0.0,3800.0,0.0,76,1.0,0,,,16384,76
2009-10-26,,,0,,,,0.0,3550.0,0.0,71,1.0,0,,,15322,71
2009-10-27,,,1,,,,0.0,3200.0,0.0,81,1.0,0,,0.0,15730,64
2009-10-28,,,0,,,,0.0,3300.0,0.0,66,1.0,0,,,14235,66
2009-10-29,,,2,,,,0.0,2300.0,0.0,89,1.0,0,,0.0,14692,46
2009-10-30,,,0,,,,0.0,3000.0,0.0,60,1.0,0,,,12928,60
2009-10-31,,,0,,,,0.0,2300.0,0.0,46,1.0,0,,,9904,46
2009-11-01,,,0,,,,0.0,1250.0,0.0,25,1.0,0,,,5382,25
2009-11-02,,,0,,,,0.0,1650.0,0.0,33,1.0,0,,,7108,33
2009-11-03,,,0,,,,0.0,3100.0,0.0,62,1.0,0,,,13363,62
2009-11-04,,,1,,,,0.0,3150.0,0.0,105,1.0,0,,0.0,18529,63
2009-11-05,,,0,,,,0.0,2850.0,0.0,57,1.0,0,,,12282,57
2009-11-06,,,0,,,,0.0,3100.0,0.0,62,1.0,0,,,13364,62
2009-11-07,,,0,,,,0.0,3450.0,0.0,69,1.0,0,,,14881,69
2009-11-08,,,0,,,,0.0,3650.0,0.0,73,1.0,0,,,15735,73
2009-11-09,,,0,,,,0.0,3200.0,0.0,64,1.0,0,,,13804,64
2009-11-10,,,0,,,,0.0,3900.0,0.0,78,1.0,0,,,16800,78
2009-11-11,,,9,,,,0.0,3200.0,0.0,116,1.0,6,,0.0,21213,64
2009-11-12,,,0,,,,0.0,3300.0,0.0,66,1.0,0,,,14218,66
2009-11-13,,,3,,,,0.0,4000.0,0.0,93,1.0,2,,0.0,19076,80
2009-11-14,,,0,,,,0.0,3950.0,0.0,79,1.0,0,,,17035,79
2009-11-15,,,0,,,,0.0,4800.0,0.0,96,1.0,0,,,20700,96
2009-11-16,,,0,,,,0.0,4850.0,0.0,97,1.0,0,,,20921,97
2009-11-17,,,0,,,,0.0,4600.0,0.0,92,1.0,0,,,19841,92
2009-11-18,,,0,,,,0.0,3950.0,0.0,79,1.0,0,,,17019,79
2009-11-19,,,2,,,,0.0,3500.0,0.0,153,1.0,0,,0.0,26264,70
2009-11-20,,,0,,,,0.0,4300.0,0.0,86,1.0,0,,,18543,86
2009-11-21,,,0,,,,0.0,3650.0,0.0,73,1.0,0,,,15747,73
